製品名,Summarized Efficacy
ＪＰＳかぜ薬５号Ｇ,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
ＪＰＳかぜ薬６号Ｇ,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
ＪＰＳかぜ薬８号Ｇ,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
パイロンα,かぜの諸症状（のどの痛み、せき、たん、鼻みず、鼻づまり、くしゃみ、悪寒、発熱、頭痛、関節の痛み、筋肉
パイロンＡＭ錠,かぜの諸症状（鼻みず、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉
パイロンＭＫ錠,かぜの諸症状（悪寒、発熱、頭痛、のどの痛み、関節の痛み、筋肉の痛み、くしゃみ、鼻みず、鼻づまり、せき
小児用カゼヒスミン,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
ルルアタックＥＸ,かぜの諸症状（のどの痛み、発熱、悪寒、頭痛、鼻水、鼻づまり、くしゃみ、せき、たん、関節の痛み、筋肉の
ルルアタックＥＸ顆粒,かぜの諸症状（のどの痛み、発熱、悪寒、頭痛、鼻水、鼻づまり、くしゃみ、せき、たん、関節の痛み、筋肉の
ソボンこどもかぜ薬細粒,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
新ベサエース小児用,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
新ベサエースＩＰ,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒（発熱によるさむけ）、発熱、頭痛
ルルアタックＦＸａ,かぜの諸症状（発熱、悪寒、頭痛、のどの痛み、鼻水、鼻づまり、せき、たん、関節の痛み、筋肉の痛み、くし
新セピー液「小児用」,かぜの諸症状（鼻みず、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉
セピーＩＰかぜゴールド顆粒,かぜの諸症状（発熱、頭痛、のどの痛み、せき、鼻水、鼻づまり、悪寒、くしゃみ、たん、関節の痛み、筋肉の
セピーＩＰかぜゴールド錠,かぜの諸症状（発熱、頭痛、のどの痛み、せき、鼻水、鼻づまり、悪寒、くしゃみ、たん、関節の痛み、筋肉の
ジキニンＣ,かぜの諸症状（発熱、のどの痛み、鼻水、鼻づまり、せき、たん、頭痛、くしゃみ、悪寒（発熱によるさむけ）
ジキニン顆粒Ａ,かぜの諸症状（頭痛、発熱、のどの痛み、くしゃみ、関節の痛み、筋肉の痛み、悪寒（発熱によるさむけ）、鼻
新ジキニン錠Ｄ,かぜの諸症状（頭痛、のどの痛み、発熱、せき、たん、鼻水、鼻づまり、くしゃみ、悪寒（発熱によるさむけ）
新ジキニン顆粒,かぜの諸症状（せき、発熱、頭痛、鼻水、鼻づまり、くしゃみ、のどの痛み、たん、悪寒（発熱によるさむけ）
新小児ジキニンシロップ,かぜの諸症状（せき、発熱、頭痛、くしゃみ、鼻水、鼻づまり、のどの痛み、たん、悪寒、関節の痛み、筋肉の
ジキニン顆粒ゴールド,かぜの諸症状（のどの痛み、発熱、頭痛、悪寒、関節の痛み、筋肉の痛み、せき、たん、くしゃみ、鼻水、鼻づ
ジキニン顆粒エース,かぜの諸症状（発熱、悪寒（発熱によるさむけ）、頭痛、のどの痛み、くしゃみ、関節の痛み、筋肉の痛み、鼻
ジキニン錠エースＩＰ,かぜの諸症状（のどの痛み、発熱、せき、たん、鼻水、鼻づまり、くしゃみ、悪寒、頭痛、関節の痛み、筋肉の
ジキニン顆粒ＩＰ,かぜの諸症状（のどの痛み、発熱、せき、たん、鼻水、鼻づまり、くしゃみ、悪寒、頭痛、関節の痛み、筋肉の
小児用ジキニンシロップ,かぜの諸症状（せき、発熱、頭痛、くしゃみ、鼻水、鼻づまり、のどの痛み、たん、悪寒（発熱によるさむけ）
ジキニンファースト顆粒Ｎ,かぜの諸症状（のどの痛み、発熱、せき、たん、鼻水、鼻づまり、頭痛、悪寒（発熱によるさむけ）、くしゃみ
ジキニンファースト錠,かぜの諸症状（のどの痛み、発熱、せき、たん、鼻水、鼻づまり、頭痛、悪寒（発熱によるさむけ）、くしゃみ
ジキニンファーストネオ顆粒,かぜの諸症状（のどの痛み、発熱、せき、たん、鼻水、鼻づまり、頭痛、悪寒（発熱によるさむけ）、くしゃみ
ジキニンファーストネオ錠,かぜの諸症状（のどの痛み、発熱、せき、たん、鼻水、鼻づまり、頭痛、悪寒（発熱によるさむけ）、くしゃみ
ジキニン総合感冒薬,かぜの諸症状（発熱、せき、頭痛、のどの痛み、たん、くしゃみ、鼻水、鼻づまり、悪寒（発熱によるさむけ）
小児用ジキニンシロップＤ,かぜの諸症状（発熱、頭痛、せき、くしゃみ、鼻水、鼻づまり、のどの痛み、たん、悪寒（発熱によるさむけ）
カゼゴールドエース,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
カゼゴールドカプセルＧＯ,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
カゼゴールドソフト,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
かぜユーシン,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
かぜねつショーキカプセルＡ,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
かぜピタリンカプセルＡ,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
ハイカイゲンかぜカプセル,かぜの諸症状（発熱、鼻水、鼻づまり、のどの痛み、せき、たん、頭痛、くしゃみ、悪寒、関節の痛み、筋肉の
カゼックゴールド,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
かぜトップＳ,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
ハイゼンＧ,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
カイゲンゴールドカプセル,かぜの諸症状（発熱、せき、鼻水、鼻づまり、くしゃみ、のどの痛み、たん、頭痛、悪寒、関節の痛み、筋肉の
ワン,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
カゼゴールドＩＢ,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
カゼゴールドＫ顆粒,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
カゼチームカプセルＧ,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
新スムーディＡ,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
かわかみんかぜ,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
エンカセブン,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
エンカセブンカプセルＧ,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
ベルゲンカプセルⅢ,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
カゼチームプロ,かぜの諸症状（のどの痛み、発熱、悪寒、頭痛、鼻水、鼻づまり、くしゃみ、せき、たん、関節の痛み、筋肉の
カゼチームプロ,かぜの諸症状（のどの痛み、発熱、悪寒、頭痛、鼻水、鼻づまり、くしゃみ、せき、たん、関節の痛み、筋肉の
かぜピラシンゴールドＫ,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
カゼチームプロ顆粒,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
スムーディＰゴールド,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
だるまハイトンゼロスリー,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
カゼチームプロＥＸ,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
かぜジェットＴ,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
カゼチームＴ,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
カゼチームプロＤＸ,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
チルデントこども用かぜシロップ,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒（発熱によるさむけ）、発熱、頭痛
ドニーＫ顆粒,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉の
ハイセーフーＩＢ,かぜの諸症状（鼻みず、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒、発熱、頭痛、関節の痛み、筋肉
ヘルビックＳ顆粒,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒（発熱によるさむけ）、発熱、頭痛
ヘルビックＳ顆粒・ゴールド,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒（発熱によるさむけ）、発熱、頭痛
小児用ハイセーフーＳａ,かぜの諸症状（鼻水、鼻づまり、くしゃみ、のどの痛み、せき、たん、悪寒（発熱によるさむけ）、発熱、頭痛
パブロンＳ錠,かぜの諸症状（せき、たん、のどの痛み、くしゃみ、鼻みず、鼻づまり、悪寒（発熱によるさむけ）、発熱、頭
パブロンエースＡＸ錠,かぜの諸症状（のどの痛み、せき、発熱、鼻みず、鼻づまり、くしゃみ、たん、頭痛、悪寒、関節の痛み、筋肉
パブロンエースＡＸ微粒,かぜの諸症状（のどの痛み、せき、発熱、鼻みず、鼻づまり、くしゃみ、たん、頭痛、悪寒、関節の痛み、筋肉
パブロン５０《ＰＴＰ包装》,かぜの諸症状（のどの痛み、せき、たん、頭痛、発熱、悪寒、関節の痛み、筋肉の痛み）の緩和。
パブロンクオリティ錠,かぜの諸症状（のどの痛み、せき、発熱、鼻みず、鼻づまり、くしゃみ、たん、頭痛、悪寒、関節の痛み、筋肉
パブロンクオリティ微粒,かぜの諸症状（のどの痛み、せき、発熱、鼻みず、鼻づまり、くしゃみ、たん、頭痛、悪寒、関節の痛み、筋肉
パブロンＳゴールドＷ錠,かぜの諸症状（のどの痛み、せき、鼻みず、鼻づまり、くしゃみ、たん、頭痛、発熱、悪寒、関節の痛み、筋肉
パブロンＳゴールドＷ微粒,かぜの諸症状（のどの痛み、せき、鼻みず、鼻づまり、くしゃみ、たん、頭痛、発熱、悪寒、関節の痛み、筋肉
パブロンＳα錠,かぜの諸症状（せき、たん、のどの痛み、くしゃみ、鼻みず、鼻づまり、悪寒、発熱、頭痛、関節の痛み、筋肉
パブロンＳα微粒,かぜの諸症状（せき、たん、のどの痛み、くしゃみ、鼻みず、鼻づまり、悪寒、発熱、頭痛、関節の痛み、筋肉
パブロンゴールドＡ＜錠＞,かぜの諸症状（せき、たん、のどの痛み、くしゃみ、鼻みず、鼻づまり、悪寒、発熱、頭痛、関節の痛み、筋肉
